smiles,bbbp,mutagenicity,hia
N#CCOc1c(Br)cc(Br)cc1/C=N/c1ccc(Oc2ccccc2)cc1,0.73,0.25,1.0
CN1CCC(NC(=O)CSc2nc(-c3cccs3)cc(-c3ccc(Cl)cc3)c2C#N)C1,0.74,0.36,1.0
CCn1c(CNC(=O)COc2cc(C)ccc2C(C)C)nnc1SCC(=O)Nc1cccc(C(F)(F)F)c1,0.6,0.21,1.0
O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1Cl)c1ccccc1,0.9,0.82,1.0
CC(=O)c1ccc(CSc2nnc(-c3ccccc3)n2-c2ccccc2)cc1,0.73,0.03,1.0
N=C(Nc1nc(Nc2ccccc2)nc(N2CCCC2)n1)c1ccc(CN2CCNCC2)cc1,0.76,0.18,0.95
COc1ccc(C(=O)NCc2nnc(SCC(C(=O)Nc3ccc(Cl)cc3)C(C)(C)C)n2C)cc1,0.35,0.1,1.0
CC[C@@H](C(=O)Nc1ccccc1)N(Cc1cccc(C)c1)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(C)cc1,0.47,0.04,1.0
COc1ccc(C2OC[C@]3(CO[C@H](c4ccc(F)cc4)O3)[C@@H]2OP(OCCC#N)N(C(C)C)C(C)C)cc1,0.61,0.72,0.99
CC(C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)n1c(=O)[nH]c2ccccc2c1=O,0.31,0.12,0.87
CCN(CC)c1ccc(/C=C2\SC(=S)N(C)C2=O)c(OCc2ccccc2)c1,0.9,0.68,1.0
CCCC1=C(C(=O)NC2CCN(C)CC2)[C@H](c2ccc(C(C)C)cc2)n2c(s/c(=C\c3cc(Br)c(OC(C)=O)c(OC)c3)c2=O)=N1,0.57,0.15,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccccc4OC)o3)c(=O)n2[C@H]1c1ccc(N(C)C)cc1,0.61,0.12,1.0
CCN(CC)CCC1=C(C)N=c2s/c(=C\c3cccc(OCc4ccc(Cl)cc4Cl)c3)c(=O)n2[C@H]1c1ccc(Cl)cc1,0.7,0.19,1.0
CCn1c(CNC(=O)COc2cc(C)ccc2C(C)C)nnc1SCC(=O)Nc1cccc(C2CCN(C)CC2)c1,0.53,0.09,0.98
CN1CCN(C(=O)Oc2ccc(-c3cc(F)c(C(=O)O)c(F)c3)cc2)CC1,0.49,0.63,0.76
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(F)c(F)c1F,0.96,0.27,1.0
CCN1CCC(CNc2nc(NS(=O)(=O)c3ccc(C)cc3)nn2C)CC1,0.8,0.04,0.99
CN1CCC(n2c3c(c(C(=O)Nc4ccc(Cl)c(Cl)c4)c2-c2ccccc2)CCC3)CC1,0.98,0.28,1.0
COc1cc([C@H]2C(=C(C#N)c3ccccc3)C(=O)C(=O)N2c2nc3ccc(C)cc3s2)cc(OC)c1OC,0.35,0.13,1.0
CCCCCCCC/C=C\CCCCCCCCCN(C(C)=O)C(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(C)=O,0.76,0.32,0.77
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(C)n(-c4ccc(C)c(C)c4)c3C)c(=O)n2[C@@H]1CCN(C)CC,0.77,0.15,0.99
COc1cc(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Br)c1OCCCN1CCN(C)CC1,0.8,0.4,1.0
CCCCNC(=O)[C@@H](CC)N(Cc1ccccc1)C(=O)CN(c1cc(OC)ccc1OC)S(=O)(=O)c1ccc(C)cc1,0.34,0.1,1.0
CN1CCC(c2cc(-c3cccc(C(F)(F)F)c3)ccc2Oc2ccc(S(=O)(=O)Nc3ncns3)cc2C#N)CC1,0.7,0.15,0.99
CCCC1=C(C(=O)OCC)[C@@H](c2cc(Cl)ccc2OC)n2c(s/c(=C/c3ccc(OC)c(OC)c3)c2=O)=N1,0.35,0.06,1.0
CCCCNC(=O)[C@@H](C)N(Cc1cccc(Br)c1)C(=O)CN(c1ccc(F)cc1)c1cc(OC)ccc1OC,0.57,0.1,1.0
CN(Cc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(OCc2ccccc2)cc1,0.7,0.2,1.0
Cc1cccn2c(=O)c(/C=C3\SC(=S)N(CC(F)(F)F)C3=O)c(N[C@H](C)c3ccccc3)nc12,0.75,0.54,1.0
CN(Cc1ccc(Br)cc1)C(=O)CSCc1cccc(Cl)c1,0.92,0.02,1.0
CCCNC(=O)[C@H](Cc1ccccc1)N(Cc1cc(F)ccc1C)C(=O)CN(c1cc([N+](=O)[O-])ccc1C)S(C)(=O)=O,0.56,0.25,1.0
CC[C@@H](C)NC(=O)[C@@H](CC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1cc(Cl)ccc1C)C1CCN(C)CC1,0.84,0.07,1.0
CCCCN(CCCC)CCCN1C(=O)C(O)=C(C(=O)c2ccc(OC)cc2)[C@H]1c1cccc(C(F)(F)F)c1,0.81,0.23,1.0
CCOc1cc([C@H](C(=O)NCc2cccnc2)N(C(=O)Cn2nnc3ccccc32)c2ccc(C(C)=O)cc2)ccc1O,0.28,0.24,1.0
COCCCN1C(=O)C(=O)C(=C(Cl)c2ccc(Cl)cc2)[C@H]1c1cc(OC)ccc1OC,0.67,0.09,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OCC)c(OCc4ccc(Cl)cc4)c3)c(=O)n2[C@H]1c1cccc2ccccc12,0.2,0.05,1.0
COc1cc(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Br)c1OCC1CCN(C)CC1,0.79,0.19,1.0
COc1cccc(CN(C(=O)CN(c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccccc2)[C@@H](Cc2ccccc2)C(=O)Nc2ccc(Cl)c(Cl)c2)c1,0.19,0.17,1.0
Cc1cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(Cl)cc2)c(C)n1-c1ccccc1Cl,0.61,0.09,1.0
COc1ccc(-c2c(C)oc3cc(OCCCN4CCNCC4)ccc3c2=O)cc1OC,0.62,0.35,0.98
Cc1ccc([N+](=O)[O-])cc1N(CC(=O)N(Cc1ccccc1)[C@H](Cc1ccccc1)C(=O)NC1CCC(N2CCN(C)CC2)CC1)S(C)(=O)=O,0.69,0.36,1.0
CC[C@@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(c1ccc(Br)cc1)S(C)(=O)=O,0.67,0.09,1.0
O=C(NO)c1ccc(O)c(OC2CCNCC2)c1O,0.62,0.9,0.97
COc1ccc(C(=O)Oc2ccc(Br)cc2)c(C=C2N=C(c3ccc(Cl)cc3Cl)OC2=O)c1,0.19,0.05,0.99
CN1CCN(C(=O)COC(=O)c2ccc(Cl)c(Cl)c2)CC1,0.98,0.27,1.0
COc1cccc(COC(=O)c2cc(Cl)cc(Cl)c2)c1[N+](=O)[O-],0.9,0.06,1.0
CCCCCOc1cccc([C@H]2C(C(=O)c3ccc4c(c3)C[C@@H](C)O4)=C(O)C(=O)N2C)c1,0.29,0.17,1.0
CCN(CC)C1C(=O)OCCN(N(CC(=O)c2ccc(OC(=O)c3ccc(Cl)cc3Cl)cc2)C(=O)c2ccccc2Cl)C1=O,0.17,0.24,0.99
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](Nc3ccc(C#N)cc3)NC(=O)C2SC1,0.27,0.09,0.54
CCn1c(=C([O-])c2ccc3c(c2)C[C@@H](C)O3)c(=O)c(=O)n(-c2nnc(SCc3ccccc3F)s2)c1=C(C)C,0.63,0.24,1.0
COc1ccc(C(=O)NC(=Cc2ccccc2Cl)C(=O)Nc2ccccc2Cl)c(Cl)c1,0.53,0.39,1.0
CN1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)c3ccccc3)cc2)CC1,0.93,0.27,0.99
Cc1cc([C@@H]2[C@H](c3ccccn3)NC(=S)N2CCCN(C)C)c(C)n1-c1ccc(O)cc1,0.43,0.21,0.96
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Cl)c(OC2CCN(C)CC2)c(Cl)c1,0.85,0.26,1.0
CCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)CN(Cc1ccc(F)cc1)c1ccccc1,0.73,0.09,1.0
CCOc1cc(C=Nn2c([C@H](C)CC)nc3ccc(Br)cc3c2=O)c(Br)c(Br)c1OC(C)C,0.48,0.13,1.0
CN1CCN(c2ccc(-c3ccc(/C=C4/SC(=S)N(NC(=O)c5ccccc5)C4=O)o3)cc2)CC1,0.54,0.36,0.97
CN1CCN(c2ccc3nc(-c4ccc(-c5ccccc5)cc4-c4ccccc4)c(-c4ccccc4)nc3c2)CC1,0.7,0.27,0.99
CN(Cc1ccccc1)C(=O)CN(c1ccc(Oc2ccccc2)cc1)S(=O)(=O)c1ccccc1,0.61,0.11,1.0
CCCC1=C(C(=O)OCC)[C@H](c2ccc3c(c2)OCO3)n2c(sc(=Cc3ccccc3Cl)c2=O)=N1,0.6,0.05,1.0
CN(CC(=O)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O)C(=O)c1cccs1,0.89,0.14,0.99
C#CCOc1c(/C=N\N[C@H](O)COc2ccc([C@H]3NC(=O)NC(C)=C3C(=O)OC)cc2OCCN(C)C)cc(I)cc1OC,0.21,0.29,0.97
CC(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCc2ccc(N3CCN(C4CC4)CC3)cc2)c(Br)c1,0.83,0.34,1.0
COc1ccccc1-c1ccc(C(=Cc2ccc(NC(=O)c3ccccc3)cc2)NC(=O)c2ccccc2)o1,0.22,0.21,0.99
COc1c(Br)cc(C=C2SC(=S)N(NC(=O)Nc3ccc(Cl)c(Cl)c3)C2=O)cc1Br,0.71,0.26,1.0
C#CCOc1ccc(/C=c2\sc3n(c2=O)[C@H](c2ccc(OCC(=O)OC)c(OCC)c2)C(C(=O)OCCN2CCC(F)(F)CC2)=C(C)N=3)cc1Br,0.85,0.41,1.0
COC(=O)c1cccc(-n2c(C)cc([C@H]3[C@H](c4ccccn4)NC(=S)N3CN)c2C)c1,0.46,0.2,1.0
CCOC(=O)c1ccc(N2CCN(C(=O)/C=C/c3ccc(-c4ccc(C(F)(F)F)cc4)o3)CC2)c([N+](=O)[O-])c1,0.6,0.37,1.0
CC(C)CNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccccc1,0.55,0.08,1.0
CC(C)[C@H]1NC(=O)Cc2cccc(c2)OCCn2cc(nn2)CCN(CCCN)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,0.14,0.38,0.61
CCn1c(CNC(=O)COc2cc(C)ccc2C(C)C)nnc1SCC(=O)Nc1ccc(Br)cc1,0.46,0.15,1.0
CCOC(=O)C1=C(Nc2ccccc2)SC(=Cc2ccccc2)C1=O,0.73,0.08,1.0
CS(=O)(=O)N(Cc1ccc(F)cc1)c1ccc(C(=O)Nc2ccccc2F)cc1,0.8,0.24,1.0
O=C(N[C@@H](Cc1ccccc1)C(=O)NCCCN1CCOCC1)OCc1ccccc1,0.8,0.76,0.95
COC(=O)C[C@H](c1ccc(OC)c(CO)c1)c1c(O)c(C(C)=O)cc([C@@H]2OCc3cnc(C)c(C)c32)c1O,0.17,0.22,1.0
CCCCOc1ccc(C2=N/C(=C/c3cccc(OC(=O)c4ccc(Cl)cc4)c3)C(=O)O2)cc1,0.11,0.06,0.99
CCOc1cc(C=Nn2c(C3CCN(C)CC3)nc3ccc(Br)cc3c2=O)c(Br)c(Br)c1OCc1ccc([N+](=O)[O-])cc1,0.78,0.51,1.0
CN(C)CCN1CCC(c2ccc(-c3nc4ccc(NC(=O)C(F)(F)F)cc4[nH]3)cc2)CC1,0.94,0.46,0.97
CCOc1ccc(N2C(=O)[C@H]3ON(c4cccc([N+](=O)[O-])c4)[C@H]3C2=O)cc1,0.87,0.94,1.0
CCCN1C(Nc2cc(C3C4=C(CCCC4=O)N(Cc4ccccc4)C4=C3C(=O)CCC4)cc(Br)c2OCc2ccccc2Br)=C2CCC(=O)C(C3=CCCN3)=C21,0.55,0.14,1.0
CN1CCN(c2ccc(N3C(=S)N[C@@H](c4ccccn4)[C@H]3c3ccc(-c4cccc(Cl)c4Cl)o3)cc2)CC1,0.41,0.12,0.99
COC(=O)Cc1nn(-c2ccccc2)c(O)c1C(C(N)=O)c1ccc(C(F)(F)F)cc1,0.9,0.09,1.0
C#CCOc1c(C=NN[C@H](O)COc2ccc([C@H]3NC(=O)NC(C)=C3C(=O)OC)cc2OCC)cc(I)cc1OC,0.24,0.15,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3cc(Br)cc(Br)c3OC)c(=O)n2[C@@H]1c1ccc(C)cc1,0.54,0.07,1.0
CCOc1ccc(N(CC(=O)N(CCCN(C)C)Cc2ccc(Cl)c(Cl)c2)S(=O)(=O)c2ccc(Br)cc2)cc1,0.7,0.1,1.0
COc1cccc(CN(C(=O)CN(c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccccc2)[C@@H](Cc2ccccc2)C(=O)NC2CCN(C3CC3)CC2)c1,0.66,0.27,1.0
O=C(NCc1ccccc1)c1ccc2c(=O)n(Cc3ccccc3)c(SC3CC3)nc2c1,0.72,0.16,1.0
Cc1ccc(S(=O)(=O)N(CC(=O)N(CCN(C)C)Cc2ccc(Cl)c(Cl)c2)c2cccc(Br)c2)cc1,0.85,0.07,1.0
CC(C)[C@H]1NC(=O)CN(C(=O)Cn2ncc3ccccc32)CCNC(=O)[C@H](Cc2ccc(F)cc2)NC1=O,0.44,0.2,0.96
COc1cccc(CN(C(=O)CN(C)C2CC2)S(=O)(=O)c2ccc(OC)c(OC)c2)c1,0.89,0.11,1.0
Cc1ccc(N(Cc2ccc(Cl)c(Cl)c2)C(=O)CN(c2cc(Cl)ccc2C)S(=O)(=O)c2ccc(C)cc2)cc1,0.52,0.02,1.0
CCN(CC)C1=C(C)N=c2s/c(=C\c3cccc(OCc4ccc(Cl)cc4Cl)c3)c(=O)n2[C@H]1c1ccc(Cl)cc1,0.41,0.11,1.0
CNc1ccc(Cl)c(NC(=O)C(=O)[C@@H]2C(=O)N(c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])N=C2c2ccccc2)c1,0.35,0.5,1.0
COc1cccc(CN(C(=O)CN(C)Cc2ccc(Cl)cc2)S(=O)(=O)c2ccc(C)cc2)c1,0.44,0.03,1.0
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(I)c(OCCN2CCNCC2)c(I)c1,0.7,0.47,1.0
Cc1cc([C@@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(Cl)cc2)c(C)n1-c1ccc(F)cc1F,0.51,0.08,1.0
O=C(O)c1ccc(OC(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,0.44,0.16,0.74
CN(C)c1ccc(/N=N/c2ccccc2C(=O)OCCc2ccc(Br)cc2)cc1,0.54,0.22,1.0
CN(C)CCCOc1ccc(Br)cc1C(=O)Oc1ccc(Cl)cc1C1=N/C(=C/c2cc(Br)ccc2OC(=O)c2sc3cc([N+](=O)[O-])ccc3c2Cl)C(=O)O1,0.36,0.54,0.97
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(Cl)c(Cl)c1,0.83,0.18,1.0
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Br)c(OCCCN(CC)CC)c(OC)c3)c(=O)n2[C@H]1c1ccc(F)cc1,0.78,0.28,1.0
CN(C)CCNc1nc2ccccc2nc1Nc1ccc2nsnc2c1,0.89,0.86,1.0
CN1CCC(Sc2nc(Cl)cc(N(C)Cc3ccccc3)n2)CC1,0.99,0.12,1.0
CN(C)c1ccc(/N=N/c2ccccc2C(=O)OCCc2ccccc2)cc1,0.55,0.43,1.0
CCCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Br)c(OC2CCN(CC)CC2)c(OCC)c1,0.83,0.31,1.0
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Br)cc(I)c3OCc3ccc(Cl)cc3)c(=O)n2[C@@H]1CCN1CCN(C)CC1,0.7,0.12,1.0
CCCN(CCC)C1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](OC(=O)c2ccccc2)C(C)(C)[C@@H]1CC3,0.83,0.09,0.99
CC[C@H](C(=O)NCC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CN(C(=O)NC1CC1)c1cccc(Br)c1,0.88,0.11,1.0
CN(C)CCc1ccc(CSc2nnc(-c3ccccc3)n2-c2ccccc2)cc1,0.89,0.13,0.99
CN1CCN(c2nc(Nc3ccccc3)nc(Nc3ccc(OCc4ccc(F)cc4)cc3)n2)CC1,0.43,0.25,0.99
CC(C)Oc1ccccc1S(=O)(=O)Oc1cccc(CN(C(=O)c2ccccc2F)C2CC2)c1,0.82,0.23,1.0
CCCCNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CN(c1ccccc1)S(=O)(=O)c1ccc(C)cc1,0.61,0.06,1.0
COc1ccc(-n2c(SCC(=O)Nc3cc(C(F)(F)F)nn3C)nc3ccccc32)cc1,0.81,0.48,1.0
COC(=O)c1c(NC(=O)[C@@H]2CCOC2)c2cc(N[C@@H](C)CCN3CCOCC3)cnc2n1CCCc1ccccc1,0.68,0.42,0.99
CCCCNC(=O)[C@H](C)N(CCc1ccccc1)C(=O)CN(Cc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1,0.55,0.27,1.0
O=C(CSc1ccc([C@@H]2N[C@@H](CCN3CCOCC3)CS2)cc1[N+](=O)[O-])Nc1ccc2ccccc2c1,0.73,0.68,0.98
CN(C(=O)CN(c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1)[C@H](Cc1ccccc1)C(=O)NC(C)(C)C,0.54,0.05,1.0
CCN(CC)C(=O)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1cccc(Br)c1)S(=O)(=O)c1ccc(C)cc1,0.85,0.01,1.0
Cc1nn(-c2ccc(S(=O)(=O)O)cc2)c(O)c1N1CCN(Cc2ccccc2)CC1,0.72,0.19,0.78
CCc1ccc(N2C(=O)/C(=C/c3cc(Br)c(OC4CCCN(C)C4)c(OC)c3)C(=O)NC2=S)cc1,0.82,0.43,0.98
COc1ccc(-c2nc3ccc(N4CCOCC4)cn3c2CCC(=O)NCc2ccccc2)cc1,0.43,0.51,1.0
CCc1cccc(CN(C(=O)c2ccccc2F)C(C)C)c1,0.98,0.28,1.0
CCN(CC)C(=O)[C@@H]1CCCN(S(=O)(=O)c2cc([N+](=O)[O-])ccc2NN=C2CCCC2)C1,0.84,0.61,1.0
COc1ccc(C(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1,0.94,0.17,0.97
COCCN(Cc1ccccc1)C(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1,0.74,0.18,1.0
CS(=O)(=O)N(Cc1ccc(C(=O)Nc2ccc3c(c2)CCC3)cc1)c1cccc(Cl)c1,0.85,0.26,1.0
CCCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(OC)c(OCc2ccc(F)cc2)c(C(F)(F)F)c1,0.69,0.3,1.0
CN(C)S(=O)(=O)c1ccc(NC(=O)CSc2ccccn2)cc1,0.74,0.04,1.0
C=Nc1cc(Br)cc(Br)c1OCc1ccc(F)cc1,0.96,0.19,1.0
CCCCCCCC/C=C\CCCCCCCCCN(C)C(=O)N[CH]CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0.39,0.32,0.44
Cc1c(NC(=S)NC(=O)CCCN2CCN(c3cccc(Cl)c3)CC2)cccc1-c1nc2cc(Cl)ccc2o1,0.76,0.11,1.0
CC[CH]C(=O)NCCCN(C)C(=O)CN(c1ccc(C(C)C)cc1)S(=O)(=O)c1ccccc1,0.65,0.09,1.0
O=C1NC(=S)N(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(OC2CCN(Cc3ccccc3)CC2)cc1,0.75,0.3,0.98
COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](C)C(=O)Nc3ccc4nc[nH]c4c3)c(=O)cc1[C@H](NC(C)=O)CC2,0.36,0.55,0.99
CNc1nc(-c2ccc(OC)c(CN(CCN(C)C)Cc3ccccc3)c2)cs1,0.96,0.63,0.99
C=CCOc1ccc([C@@H]2C(C(=O)OCC)=C(C)N=c3sc(=Cc4ccc(Cl)c(Cl)c4)c(=O)n32)cc1,0.43,0.05,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cncc3ccccc23)cc1C(C)C,0.52,0.21,1.0
CC(C)CN(Cc1ccccc1)C(=O)c1ccc(-c2ccccc2)cc1,0.85,0.2,1.0
CN1CC[NH+](Cc2cc(Cl)cc(Cl)c2Oc2c(Cl)cc(Cl)cc2[C@@H]2Oc3c(Cl)cc(Cl)cc3[C@H]3CC(c4ccc5ccccc5c4)=NN32)CC1,0.23,0.08,0.87
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Br)c(OCc4cccc(F)c4)c(OC)c3)c(=O)n2[C@H]1c1ccc(F)cc1,0.45,0.09,1.0
CCOc1ccc([C@H]2C(=C(O)c3ccccc3)C(=O)C(=O)N2CCCOC)cc1OC,0.31,0.06,1.0
COc1ccc(CN(C(=O)CCc2ccc(S(=O)(=O)N3CCCC3)cc2)[C@H](Cc2ccccc2)C(=O)NCC2CC2)cc1,0.4,0.27,1.0
COc1cccc(NC(=O)CSc2nc3c(oc4ccccc43)c(=O)n2C2CCN(C3CCC3)CC2)c1,0.96,0.31,1.0
O=[N+]([O-])c1cccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(C(F)(F)F)cc2)c1,0.74,0.22,1.0
CN1CCN(CCOc2ccc(N=Cc3ccc(OCc4ccc(F)cc4)cc3)cc2)CC1,0.72,0.49,0.91
COCCn1c(SC(C(=O)NCc2ccccc2)C2CCCN(C)C2)nc2cc(C(=O)OC)ccc2c1=O,0.77,0.07,1.0
CN(C)C1CCN(Cc2ccc(C=Nn3c(-c4cc5cc(Cl)ccc5o4)nc4ccccc4c3=O)o2)C1,0.89,0.38,1.0
COC(=O)c1ccc(COC(=O)c2cc(Cl)cc(Cl)c2)cc1,0.78,0.02,1.0
CCCN1C(=O)C(=O)C(=C(O)c2ccc(OC(C)C)cc2)[C@@H]1c1ccccc1,0.18,0.12,1.0
CCOc1ccc(NC(=O)CN2C(=O)S/C(=C/c3cccc(Cl)c3)C2=O)cc1,0.84,0.25,1.0
NC(N=Cc1ccc(F)cc1)=Nc1ccc(Oc2ccccc2)cc1,0.51,0.6,1.0
CN1CCN(CCOc2c(Br)cc(Br)cc2/C=N/c2ccc(Oc3ccccc3)cc2)CC1,0.9,0.32,0.98
COc1c(Br)cc(C=c2sc3nc4ccccc4n3c2=O)cc1OCc1ccc(Cl)c(Cl)c1,0.6,0.18,1.0
COc1ccc(C(=O)NCc2nnc(SCC(=O)Nc3cc(Cl)cc(Cl)c3)n2C)cc1,0.55,0.13,1.0
COc1ccc(C2[CH]C(C(=O)Nc3nnc(SCc4ccccc4Cl)s3)=CC(=O)C2)cc1,0.46,0.15,1.0
Cn1ccnc1Sc1ccc(C=CC2CCCc3ccccc32)cc1[N+](=O)[O-],0.95,0.62,1.0
CN(C)CCN(C)C1C(=O)N(N(CC(=O)c2ccc(OC(=O)c3ccc(Cl)cc3Cl)cc2)C(=O)c2ccccc2Cl)C(=O)[C@H]2CC[C@H]12,0.85,0.22,0.99
CCOc1ccc(N(CC(=O)N(C)Cc2ccc(C)cc2)[C@H](CC)C(=O)N[C@H](C)CC)cc1,0.38,0.1,0.99
C=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(=O)N(C)CCCCCCCCC/C=C\CCCCCCCC,0.41,0.35,0.46
CCOC(=O)c1ccc(/N=C(\C)c2n[nH]c(-c3ccccc3)c2CN2CCNCC2)cc1,0.68,0.11,1.0
COc1cc([N+](=O)[O-])ccc1-c1ccc(/C=N\c2sc3c(c2C(=O)NCCCN2CCOCC2)CC[C@H](C(C)(C)C)C3)o1,0.71,0.83,1.0
CCN(C(=O)CN(c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1)C(=O)[C@@H](Cc1ccccc1)N1CCCC1,0.89,0.06,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3cccc(Oc4cccc(Cl)c4)c3)c(=O)n2[C@H]1c1ccc2c(c1)OCO2,0.41,0.04,1.0
CC(C)CNC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(Cl)cc1,0.58,0.12,1.0
CN(C)C1SC(=S)N(NC(=O)Nc2ccc(Cl)c(Cl)c2)C1=O,0.88,0.24,1.0
O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1)c1ccc2c(c1)[C@H]1[C@H](C3CN(Cc4ccccc4)CC[C@@H]31)[C@H](c1ccccc1)N2,0.85,0.11,1.0
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1C)C(=O)CN(c1ccccc1)c1ccccc1,0.63,0.07,1.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCc3ccccc3)[C@H]2SC1,0.11,0.06,0.28
COc1cccc(C(=O)[C@@H]2[C@H](C(=O)c3ccc(Cl)cc3)[C@@]3(F)C=C(C)c4cc(C)ccc4N23)c1,0.75,0.16,1.0
CCOc1ccc([C@H]2C(C(=O)OC)=CN=c3s/c(=C\c4cccc(Cl)c4Cl)c(=O)n32)cc1OCC,0.56,0.04,1.0
COc1ccc(-n2c(SCC(N)=O)nc3ccccc32)cc1,0.95,0.51,1.0
COc1cc(OC)c(OC)cc1/C=C/c1nc2ccc(C(F)(F)F)cc2c(=O)n1-c1cc(C)cc(C)c1,0.64,0.35,1.0
CCOc1ccc(N(CC(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)[O-])C(=O)CN(c2ccc(OCC)cc2)S(=O)(=O)c2ccc(Br)cc2)cc1,0.4,0.03,0.99
Cc1ccc2nc(-c3cccc(/N=C/c4cc(CN5CCN(C)CC5)cc([N+](=O)[O-])c4O)c3)oc2c1,0.72,0.45,0.99
Clc1ccc(Nc2nc(NN=Cc3ccccc3I)nc(N3CCOCC3)n2)cc1,0.59,0.24,1.0
COc1ccc([N+](=O)[O-])c(C=C([NH3+])C(=O)O)c1,0.62,0.56,0.97
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)CCCN(C)C)cc3n2)cn1,0.97,0.45,0.99
CN(C)C(=O)OC[C@@H]1[CH][C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](O)O1,0.46,0.23,0.82
COc1ccc(/C=C2/SC3=C(NC(CCCN)=C(C(=O)N4CCN(C)CC4)N3)C2=O)cc1Br,0.26,0.48,0.95
CC(=O)O[C@@H]1CC[C@@]2(C)C3=C(CC[C@H]2C1(C)C)[C@@]1(C)CC[C@@H]([C@@H](C)CCCC(C)C)[C@@]1(C)CC3,0.9,0.1,1.0
CN1CCN(CCC(=O)N(C(=O)c2ccc(Cl)cc2Cl)C2C(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c3C2=O)CC1,0.96,0.14,0.99
