smiles,bbbp,mutagenicity,hia,plogp,qed,drd2,sas
CCN(CC)C(=O)C1=C(C)N=c2sc(=Cc3ccc(F)cc3)c(=O)n2[C@H]1c1cc(OC)ccc1OC,0.66,0.21,1.0,0.74,0.49,0.01,3.04
CN1CCC(CNc2ccc3nc(-c4ccc(-c5nc6ccc(NC(=O)C(F)(F)F)cc6[nH]5)cc4)[nH]c3c2)CC1,0.47,0.32,0.96,3.0,0.21,0.1,2.77
CC(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCc2ccc(N3CCN(C4CC4)CC3)cc2)c(Br)c1,0.83,0.34,1.0,3.82,0.18,0.32,2.91
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OC3CCN(C)CC3)c(OCC)c2)cc1C(C)C,0.56,0.07,1.0,3.57,0.17,0.08,3.03
CCCNC(=O)[C@H](CC)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(F)cc1)c1ccc(OCC)cc1,0.32,0.08,1.0,2.97,0.27,0.02,2.98
CCOc1ccc(N(CC(=O)NC2CCCC2)Cc2ccc(OC)cc2)cc1,0.81,0.25,1.0,2.61,0.71,0.0,2.01
CCOc1cc(/C=C2\SC(=N)N(Cc3ccc(OC)cc3)C2=O)cc(I)c1OCC(=O)Nc1ccc(C)cc1,0.5,0.25,1.0,3.17,0.2,0.0,2.65
CN1CCN(Cc2ccc(C(=O)Nc3cc(Cl)ccc3Oc3ccccc3)cc2)CC1,0.96,0.3,1.0,3.41,0.58,0.56,1.91
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(N)c4)o3)c(=O)n2[C@H]1c1ccc(N(C)C)cc1,0.63,0.22,1.0,0.9,0.3,0.0,3.17
C=CCc1ccc(OC)c(OCc2ccc([N+](=O)[O-])cc2)c1,0.88,0.74,1.0,2.51,0.44,0.0,1.95
CN1CCC(N2CCNC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](Cc3c[nH]c4ccccc34)N2)CC1,0.14,0.19,0.5,-27.38,0.29,0.03,4.65
COc1ccc(-c2c(C)oc3cc(OCCCN4CCNCC4)ccc3c2=O)cc1OC,0.62,0.35,0.98,1.66,0.54,0.4,2.4
CC(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCc2ccccc2Cl)c(Br)c1,0.41,0.13,1.0,4.33,0.21,0.01,2.7
COc1ccc(C2=NN(C(C)=O)[C@H](c3cc(Br)ccc3OC(C)=O)O2)cc1CSc1ccc(Cl)c(Cl)c1,0.23,0.15,1.0,3.2,0.16,0.02,3.3
CN1CCN(C(=O)COC(=O)c2ccc(-c3ccccc3)cc2)CC1,0.97,0.42,0.98,1.63,0.8,0.0,1.74
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(C)n(-c4ccc(C)c(C)c4)c3C)c(=O)n2[C@@H]1CCN(C)CC,0.77,0.15,0.99,0.8,0.41,0.02,3.5
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(C)Cc1ccc(Cl)c(Cl)c1,0.48,0.08,1.0,3.33,0.23,0.14,3.23
CC(C)CCOc1cccc([C@H]2C(=C(O)c3ccc4c(c3)OCO4)C(=O)C(=O)N2Cc2ccncc2)c1,0.33,0.05,1.0,1.96,0.27,0.0,2.95
COc1cc(C=Nn2c(C)nc3ccc(Br)cc3c2=O)c(Br)cc1OC1CCCN(C)C1,0.93,0.42,1.0,1.48,0.42,0.08,3.2
CCCNC(=O)[C@@H](CC)N(Cc1ccc(F)cc1)C(=O)CN(Cc1cccs1)c1ccc(OCC)cc1,0.46,0.18,1.0,2.42,0.3,0.01,3.02
C[C@@H](Oc1c(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Cl)cc1[N+](=O)[O-])C(=O)NCCN(C)C,0.55,0.78,1.0,1.25,0.14,0.01,3.45
COC(=O)C1=C(C)N=c2s/c(=C\c3cccc(F)c3)c(=O)n2[C@H]1c1ccc(Cl)cc1,0.87,0.03,1.0,0.97,0.59,0.0,2.82
CCN(Cc1ccccc1)C(=O)CN(c1ccc(Oc2ccccc2)cc1)S(=O)(=O)c1ccccc1,0.59,0.12,1.0,3.56,0.28,0.01,2.13
CCOc1ccc(N(CC(=O)N(CCCN(C)C)N(Cc2ccc(Cl)c(Cl)c2)C(=O)[C@H](Cc2ccccc2)N2CCC(C)CC2)S(=O)(=O)c2ccc(Br)cc2)cc1,0.67,0.14,1.0,3.42,0.1,0.04,3.81
COc1cccc(CN(C(=O)CN(C)c2ccccc2)S(=O)(=O)c2ccc(OC)c(OC)c2)c1,0.74,0.04,1.0,1.74,0.43,0.0,2.39
CN1CCC(N(C)CC(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)CN(c2cc(Cl)cc(Cl)c2)S(=O)(=O)c2ccccc2)CC1,0.97,0.09,1.0,2.8,0.26,0.2,2.97
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3cc(Cl)c(OCc4ccc(F)cc4)c(OC)c3)c(=O)n2[C@@H]1c1cccs1,0.38,0.12,1.0,2.63,0.17,0.02,3.28
CCOc1cc(C2C3=C(CCCC3=O)N(Cc3ccccc3)C3=C2C(=O)CCC3)ccc1F,0.89,0.06,1.0,3.03,0.58,0.02,2.64
CCCN(CCC)C[C@H](c1ccc(OC)cc1OC)c1c(O)c(O)c(O)c2c(=O)cc(-c3ccccc3)oc12,0.24,0.37,0.97,2.09,0.21,0.27,3.42
CNc1ccccc1NC(=O)c1ccc(Cl)c(S(=O)(=O)Nc2ccc(F)c(F)c2)c1,0.63,0.04,1.0,2.86,0.51,0.0,2.12
Cc1oc(-c2cccc(Cl)c2)nc1COc1ccccc1-c1ccc(N2CCN(C)CC2)cc1,0.78,0.15,1.0,3.79,0.33,0.43,2.27
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(I)c(OCCN(C)C)c(I)c1,0.79,0.45,1.0,2.0,0.22,0.22,3.41
CCCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OC2CCN(C)CC2)c(OCC)c1,0.82,0.16,1.0,2.81,0.3,0.48,2.86
Cc1cc(N2C(=S)N[C@H](c3ccccn3)[C@@H]2c2cc(C)n(-c3cc(Cl)ccc3C)c2C)n(C)n1,0.57,0.12,1.0,1.48,0.37,0.01,3.83
Cc1cc(C)cc(N2C(=S)N[C@H](c3ccccn3)[C@H]2c2ccc(F)o2)c1,0.84,0.23,1.0,0.83,0.68,0.0,3.76
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccccc2F)C2CCN(C)CC2)c2cc(Cl)ccc2Cl)cc1,0.9,0.06,1.0,3.08,0.34,0.11,2.54
CCN1C(=S)N[C@H](c2ccccn2)[C@H]1c1ccc(-c2cccc(Cl)c2C)o1,0.61,0.27,1.0,1.51,0.61,0.0,3.59
CC[C@H](C(=O)NC1CCN(C)CC1)N(Cc1cccc(C)c1)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(C)cc1,0.64,0.06,1.0,1.97,0.32,0.04,3.13
CC(=N/C(O)=C(\Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C1CCNC1,0.13,0.2,1.0,-1.08,0.08,0.04,4.48
COCC(=O)Nc1ccc(N2C(=S)N[C@@H](C3CC3)C2c2ccc(-c3cccc(C(=O)O)c3)o2)cc1,0.32,0.24,0.94,1.05,0.4,0.0,3.47
CCN1CCc2ccc(-c3nnc(SCc4cc(=O)oc5cc(C)c(Cl)cc45)n3N)cc2CC1,0.75,0.42,1.0,-1.53,0.25,0.67,2.71
COc1cc(OC)c(OC)cc1/C=C/c1nc2ccc(F)cc2c(=O)n1-c1cc(C)cc(C)c1,0.56,0.46,1.0,2.85,0.39,0.0,2.49
CN1CCC(NC(=O)C(=Cc2ccccc2F)NC(=O)c2ccc(N3C(=O)C[C@@H](Sc4cccc(NC(=O)c5ccc(F)cc5)c4)C3=O)cc2)C1,0.36,0.15,0.88,1.38,0.15,0.04,3.66
CCOc1cc(C=C2C(=O)NC(=O)N(c3ccc(OC)cc3)C2=O)ccc1OCc1ccc(F)cc1,0.76,0.19,1.0,2.5,0.37,0.0,2.29
Cc1cccn2c(=O)c(C=C3CN(C)C3=O)c(N[C@H](C)c3ccccc3)nc12,0.48,0.2,1.0,0.5,0.56,0.0,3.11
COc1ccc(Cl)cc1C1=N/C(=C\c2cc(Br)cc(Br)c2OC(=O)c2ccccc2)C(=O)O1,0.31,0.05,1.0,3.53,0.19,0.01,2.57
CC(C)OCCn1c(=O)c2ccccc2n1[CH]C(C(=O)OCc1ccc(Cl)cc1)c1ccc(OCc2ccccc2)cc1,0.08,0.05,1.0,2.91,0.14,0.02,3.4
C[C@@H]1CC[C@H]2C(=O)N(N(CC(=O)c3ccc(F)cc3)C(=O)c3ccccc3Cl)C(=O)[C@H]2C1,0.95,0.15,1.0,0.83,0.5,0.0,3.48
CCCNC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)n1c(=O)[nH]c2ccccc2c1=O,0.38,0.15,0.92,-0.3,0.32,0.0,3.17
CCOc1ccc(N2C(=O)c3cc(S(=O)(=O)Nc4ccc(F)cc4)ccc3N(Cc3ccccc3)[C@H]2c2ccc(Br)cc2)cc1,0.26,0.06,1.0,4.13,0.17,0.02,3.06
CC1=C2CC(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)NCCCN1CCOCCc1cc3c(C(C)(C)C)coc3c(C)c1OC2=O,0.2,0.09,1.0,-21.61,0.2,0.04,5.32
CCOc1cc(C=Nn2c(-c3cc4cc(Cl)ccc4o3)nc3ccccc3c2=O)c(Br)cc1OC1CCN(C)C1,0.56,0.16,1.0,2.64,0.19,0.03,3.39
CN1C2CCC1CN(c1ccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1)C2,0.41,0.43,0.28,-0.63,0.81,0.04,3.73
CC[C@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(Br)cc1)C(=O)CCN(C)C,0.76,0.17,0.98,1.48,0.51,0.01,3.01
CC[C@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(Br)cc1)C(=O)CN(c1cc(C)ccc1OC)S(C)(=O)=O,0.47,0.12,1.0,1.67,0.28,0.01,3.33
CCN1CCN(c2nnc(-c3nc(-c4ccccc4)oc3Sc3ccc(Cl)cc3)s2)CC1,0.9,0.2,1.0,2.97,0.34,0.14,2.66
Cc1ccc([C@@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(Cl)cc2)n1-c1cccnc1,0.54,0.14,1.0,1.61,0.43,0.0,3.57
COc1cc(N2C(=S)N[C@@H](c3ccccn3)[C@@H]2c2c(C)c(C)n(-c3ccccc3)c2C)ccc1NC(=O)CCN1CCOCC1,0.47,0.14,0.99,1.49,0.23,0.06,3.8
N=Cc1cc(Br)c(O)c(/C=N/c2ccc3oc(-c4ccc(F)cc4Cl)nc3c2)c1,0.21,0.38,1.0,3.08,0.33,0.01,2.98
CCCCCOC(=O)c1c(C)oc2c1cc(NC1CCN(C)CC1)c1ccccc12,0.97,0.27,1.0,3.15,0.4,0.13,2.48
Cc1cccn2c(=O)c(/C=C3\SC(=S)N(CCN4CCN(C)CC4)C3=O)c(N[C@H](C)c3ccccc3)nc12,0.82,0.48,0.99,0.79,0.35,0.05,3.21
CCOc1ccc(N(CC(=O)N(Cc2ccc(F)cc2)C(=O)NC2CCCC2)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1,0.8,0.04,1.0,2.45,0.3,0.01,2.7
Cc1cc(C(=O)CSc2cccc[n+]2[O-])c(C)n1-c1ccc(Br)cc1,0.75,0.08,1.0,2.23,0.27,0.0,2.5
CCCCOc1cccc(-c2nn(-c3ccccc3)cc2C=C2C=NCCC2)c1,0.72,0.18,1.0,3.06,0.47,0.05,2.68
CN1CCN(C(=O)Oc2ccc(-c3cc(F)c(F)cc3-c3ccccc3)cc2)CC1,0.95,0.39,1.0,3.09,0.61,0.33,2.12
CCOc1cc(C=C2C(=O)c3ccccc3C2=O)cc(Cl)c1OCCN1CCN(C(=O)c2ccccc2)CC1,0.62,0.23,1.0,2.68,0.29,0.03,2.46
CN1CCN(C(=O)CSc2nnc(C(=O)Nc3cc([N+](=O)[O-])ccc3Cl)n2C)CC1,0.66,0.61,0.97,0.12,0.4,0.0,2.53
COc1ccccc1N1C(=O)C(=Cc2cc(C)n(-c3ccc(F)cc3)c2C)C(=O)NC1=S,0.71,0.34,1.0,2.06,0.37,0.0,2.42
CN1CCC(CNc2cc(Cl)nc(SCc3ccc(C(=O)NC(c4ccccc4)c4ccccc4)cc3)n2)CC1,0.69,0.11,1.0,3.72,0.13,0.02,2.56
CCOc1cc(C=Nn2c(C3CCCCC3)nc3ccc(Br)cc3c2=O)cc(Br)c1OCCCN1CCOCC1,0.84,0.45,1.0,3.06,0.18,0.34,2.91
CN1CCC(N(C)c2ccc3sc(C(=O)Nc4ccc(Cl)c(Cl)c4)cc3c2)CC1,0.98,0.51,0.99,3.38,0.53,0.26,2.43
CCCN(CCC)CCNC(=O)[C@H](C)Oc1ccc2c(c1)c1n3c(=O)c4c(OC)c(OC)ccc4c(c23)N=CC=1,0.71,0.8,0.97,-11.67,0.29,0.05,4.99
COc1ccc(N2C(=S)NC(c3ccccn3)[C@@H]2c2ccc(C)n2-c2cccnc2)cc1,0.39,0.16,1.0,1.19,0.45,0.0,3.54
Cc1oc(-c2cccc(Cl)c2)nc1COc1ccccc1F,0.96,0.06,1.0,3.25,0.68,0.0,1.97
CCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)CN(C)c1ccccc1,0.87,0.12,1.0,1.69,0.51,0.01,2.7
C=CC[C@H](Nc1ccc(Cc2ccc(N3CCN(C)CC3)cc2)cc1)c1ccc(OC)cc1,0.61,0.28,0.98,2.91,0.43,0.25,2.69
CCNc1ccc(Cl)cc1N[C]1NC(=O)/C(=C/c2ccc(OC)cc2)S1,0.54,0.64,1.0,2.08,0.63,0.01,2.67
CN(C)C(=O)OC[C@@H]1C[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](O)O1,0.59,0.27,0.91,-0.6,0.53,0.0,3.57
CC(C)(C)c1cc(C=N)c(O)c([N+](=O)[O-])c1,0.61,0.1,1.0,0.6,0.46,0.0,2.77
O=C(NO)c1ccc(O)c(O)c1CN1CCN(c2ccccc2)CC1,0.82,0.8,0.93,0.5,0.38,0.01,2.24
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Br)cc(I)c3OCc3ccc(Cl)cc3)c(=O)n2[C@@H]1CCN(C)C,0.52,0.08,1.0,2.31,0.14,0.1,3.58
CN[C]1NC(=O)/C(=C/c2c(OC)ccc3ccccc23)S1,0.9,0.89,1.0,0.8,0.86,0.0,2.68
CCCN(Cc1ccccc1Cl)C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CCCN1c2cccc3cccc(c23)S1(=O)=O,0.77,0.17,1.0,2.56,0.19,0.03,3.29
CCCOc1ccccc1C(=O)[C@H]1C(=O)[N+](C)(C)[C@@H]1C(=O)c1cc2ccccc2o1,0.09,0.06,0.9,0.5,0.26,0.0,3.61
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(F)c4)o3)c(=O)n2[C@@H]1c1ccc(SC)cc1,0.57,0.06,1.0,1.79,0.26,0.0,3.13
O=C(CSc1cn[nH]n1)Nc1ccc(C(=O)c2ccccc2)cc1,0.71,0.12,1.0,1.55,0.53,0.0,2.08
COc1ccc(OCC(=O)c2cc(C)c(C)cc2C)c(OC)c1,0.85,0.07,1.0,2.6,0.76,0.0,1.86
CCCCNC(=O)[C@@H](C)N(Cc1cccc(Br)c1)C(=O)CN(c1cc(OC)ccc1OC)C(C)C,0.69,0.12,1.0,1.95,0.36,0.01,3.05
CN1CCN(c2ccc(NC(=O)Nc3ccc(NC(=O)c4ccccc4)c(Br)c3)o2)CC1,0.7,0.32,0.94,2.44,0.48,0.0,2.46
COc1ccc([C@@H]2C(C(=O)NC3CCN(C)CC3)=C(C)N=c3s/c(=C\c4ccc(F)o4)c(=O)n32)c(OC)c1,0.75,0.21,1.0,-0.47,0.51,0.09,3.43
O=C(OCc1ccc(Oc2ccc(Cl)cc2)cc1[N+](=O)[O-])c1cc(Cl)cc(Cl)c1,0.53,0.16,1.0,4.2,0.24,0.01,2.16
CCOc1ccc(C=Nc2sc3c(c2C(=O)NCc2ccco2)CC[C@@H](C(C)(C)C)C3)cc1,0.61,0.36,1.0,2.98,0.4,0.0,3.1
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OCCN3CCN(C)CC3)c(OCC)c2)cc1C(C)C,0.6,0.15,1.0,3.02,0.16,0.09,3.0
Cc1c(OCCCN(C)C)cc(-c2cccs2)nc1SCC(=O)Nc1sc2c(c1C#N)CCC2,0.77,0.51,1.0,2.63,0.28,0.03,2.83
COc1cc2occ(-c3ccc(O[C@H]4C[C@H](Cc5ccccc5)O4)c(O)c3)c(=O)c2c(OC)c1O,0.18,0.75,0.99,1.11,0.4,0.0,3.52
CCOc1cc(Br)c(Br)c(/C=N/c2cc(O)ccc2C)c1O,0.64,0.24,1.0,2.3,0.67,0.06,2.8
COc1ccc2oc(=Nc3cccc(Cl)c3)ccc2c1C(=O)Nc1nc(-c2ccc3c(c2)CCCC3)cs1,0.36,0.59,1.0,3.99,0.25,0.02,2.84
CCOc1ccc([C@H]2C(=C(C(N)=O)c3ccc(OC)cc3)C(=O)C(=O)N2CCCOC)cc1OC,0.42,0.07,0.98,0.35,0.3,0.0,2.95
CN1CCN(CCOc2ccc(-c3nn(-c4ccccc4)cc3/C=C/C(=O)Oc3ccc4c5c(c(=O)oc4c3)CCC5)cc2)CC1,0.68,0.26,0.99,2.43,0.09,0.18,2.87
COCCN1CCC(NC(=O)c2c(/N=C\c3ccc(-c4ccc([N+](=O)[O-])cc4OC)o3)sc3c2CC[C@H](C(C)(C)C)C3)CC1,0.81,0.71,1.0,2.53,0.15,0.1,3.53
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(Sc4nc5ccc(F)cc5s4)o3)c(=O)n2[C@H]1c1cc(OC)c(OC)c(OC)c1,0.46,0.1,1.0,1.57,0.19,0.01,3.54
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(C)n(-c4ccc(C)c(C)c4)c3C)c(=O)n2[C@@H]1CCN(C)CCN,0.72,0.28,0.99,-0.03,0.41,0.02,3.57
O=C(Nc1cc(C(F)(F)F)ccc1Cl)C(=O)[C@@H]1C(=O)N(c2ccc(Br)cc2)N=C1c1ccccc1,0.78,0.03,1.0,2.41,0.32,0.0,3.07
CC(C)(C)c1nc2ccc(Br)cc2c(=O)n1C=Nc1ccc(-c2ccccc2)o1,0.67,0.3,1.0,2.64,0.29,0.0,3.01
COc1ccc(Cl)cc1C1=N/C(=C\c2cc(Br)cc(Br)c2OC(=O)C=CC2CC2)C(=O)O1,0.57,0.14,1.0,2.83,0.23,0.07,2.94
CCc1ccccc1NC(=O)CN1C(=O)NC(=Cc2ccc(Cl)c(Cl)c2)C1=O,0.94,0.19,1.0,2.27,0.57,0.0,2.25
O=C(Nc1ccc2oc(-c3ccc(Cl)cc3)nc2c1)c1cccc(F)c1,0.77,0.32,1.0,3.73,0.52,0.0,1.88
CN(C)CCOn1c(=O)c(-c2ccc(Oc3ccccc3)cc2)[n+]([O-])c2ccccc21,0.69,0.37,0.89,1.07,0.34,0.02,2.66
CCOC(=O)c1ccc(N2CCN(C(=O)C=Cc3ccc(-c4cccc(Cl)c4)o3)CC2)c([N+](=O)[O-])c1,0.53,0.26,1.0,2.67,0.19,0.0,2.48
COC(=O)C[C@H](N)c1c(O)c(O)c(O)c2c(=O)cc(-c3ccccc3)oc12,0.33,0.47,1.0,-0.23,0.4,0.0,3.2
Cc1cc([C@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(NC(=O)COc3ccccc3)cc2)c(C)n1-c1ccc(F)cc1F,0.37,0.21,1.0,2.65,0.19,0.02,3.6
C=CCn1cc(C=c2sc3n(c2=O)[C@H](c2ccc(C(C)C)cc2)C(C(N)=O)=C(CCC)N=3)c2ccccc21,0.73,0.25,1.0,1.36,0.34,0.01,3.4
CC(C)c1ccc(OCC(=O)N(CCCN(C)C)Cc2ccc(F)cc2)c(Br)c1,0.94,0.18,1.0,3.0,0.49,0.09,2.21
COc1ccc(C)cc1N[C]1NC(=O)/C(=C/c2c(F)ccc3ccccc23)S1,0.68,0.82,1.0,2.43,0.61,0.0,2.68
CC(C)OCCN1C(=O)c2ccccc2C1[NH+](C)C,0.93,0.2,0.86,-1.82,0.85,0.0,3.7
COc1ccc(S(=O)(=O)N(CCN(Cc2ccc(Cl)cc2)C(=O)[O-])c2ccc(Cl)cc2)cc1OC,0.63,0.02,1.0,1.89,0.39,0.01,2.55
CN(C)CCN(C)CCOc1c(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Cl)cc1[N+](=O)[O-],0.85,0.75,1.0,2.06,0.12,0.03,3.03
Cc1ccc(C(C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)n2c(=O)[nH]c3ccccc3c2=O)cc1,0.23,0.12,0.98,0.53,0.24,0.01,3.44
CCOc1cc(C=Nn2c([C@H](C)CC)nc3ccc(Br)cc3c2=O)c(Br)c(Br)c1OCCCN1CCN(C)CC1,0.85,0.31,1.0,2.41,0.17,0.41,3.53
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](Nc3ccc(C#N)cc3)NC(=O)C2SC1,0.27,0.09,0.54,-2.34,0.57,0.0,3.85
CN(C)CCS(=O)(=O)c1ccc(NC(=O)CSc2ccccn2)cc1,0.86,0.11,0.96,1.02,0.71,0.0,2.16
COc1ccc(-c2cc(C(=O)N3CCN(C4CCC4)CC3)c3c(C)nn(-c4ccccc4)c3n2)cc1,0.84,0.29,1.0,2.59,0.41,0.33,2.35
On1cccc1[C@@H]1[C@@H](c2ccccn2)NC(=S)N1c1ccc(OC2CCCC2)cc1,0.53,0.25,1.0,0.95,0.46,0.0,3.66
Cc1ccc(C(=O)N/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)NC2CCCN2)cc1,0.22,0.75,0.98,1.01,0.28,0.0,3.11
O=C(N[C@@H](Cc1ccccc1)C(=O)NCCCCCCCCCCNC(=O)N(Cc1ccccc1)C1CCN(Cc2ccccc2)CC1)OCc1ccccc1,0.77,0.23,1.0,4.24,0.07,0.03,3.25
C=CCn1cc(/C=c2\sc3n(c2=O)[C@H](c2ccc(F)cc2)C(C(=O)OCC)=C(CCC)N=3)c2ccccc21,0.79,0.14,1.0,1.54,0.24,0.01,3.3
COC(=O)c1c(C)oc2ccc(N(C(=O)C=Cc3ccccc3Cl)S(=O)(=O)c3cccc([N+](=O)[O-])c3)cc12,0.53,0.09,1.0,2.66,0.13,0.0,2.76
CCN1CCC(Sc2nnc(-c3cc(Br)ccc3O)n2-c2ccc(C)cc2C)CC1,0.85,0.12,1.0,2.88,0.51,0.51,2.62
CC(C)CNC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(F)cc1,0.63,0.18,1.0,2.24,0.43,0.01,2.66
O=C(Oc1ccc2c(=O)c(-c3ccccc3Cl)coc2c1)N1CCN(CCO)CC1,0.67,0.35,0.99,1.52,0.69,0.07,2.37
COc1ccc(C2=NN(C(C)=O)[C@H](c3cc(Br)ccc3OC(C)=O)O2)cc1Cl,0.57,0.36,1.0,1.43,0.5,0.0,3.06
CC(C)[C@H]1NC(=O)Cc2cccc(c2)OCCn2cc(nn2)CCN(C(=O)C2CCN(C3CCCc4ccccc43)CC2)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,0.29,0.22,0.97,-65.4,0.27,0.03,6.18
CCOc1ccc(N(CC(=O)N(CCCN(C)C)C(=O)[O-])S(=O)(=O)c2ccc(Br)cc2)cc1,0.8,0.09,0.83,0.34,0.43,0.0,2.74
CN(C)CCCOc1ccc(-n2c(SCC(=O)c3ccccc3Cl)nnc2-c2ccco2)cc1,0.45,0.1,0.99,3.08,0.15,0.01,2.39
COc1ccc(Cl)cc1C1=N/C(=C\c2cc(Br)cc(Br)c2OC(=O)C=Cc2ccc(F)cc2)C(=O)O1,0.44,0.11,1.0,3.65,0.17,0.04,2.78
Cc1cccn2c(=O)c(N3CCN(C)CC3)c(N[C@H](C)c3ccccc3)nc12,0.93,0.36,1.0,0.68,0.76,0.18,2.9
CC(C)c1ccc(OCC(=O)N(C)Cc2ccc(F)cc2)c(Br)c1,0.96,0.13,1.0,3.07,0.71,0.0,1.96
CN1C2CCC1CN(c1cccc(Sc3cccc(NC(=O)/C(=C/c4ccccc4F)NC(=O)c4ccccc4)c3)c1)CC2,0.77,0.43,0.98,-1.4,0.21,0.05,4.12
CCNC(=O)[C@@H](C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1,0.64,0.04,1.0,2.39,0.35,0.01,2.91
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccnc3)cc1)CC2,0.9,0.39,1.0,2.34,0.63,0.02,2.11
CCn1c(CC(=O)Nc2ccc(Cl)c(Cl)c2)nnc1SCC(=O)Nc1ccc(F)c(F)c1,0.64,0.07,1.0,2.74,0.43,0.01,2.27
CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=c2\sc3n(c2=O)[C@H](c2ccc(C(=O)OC)cc2)C(C(=O)OCCN2CCN(C)CC2)=C(C)N=3)cc1,0.43,0.14,1.0,0.75,0.18,0.05,3.5
CCCc1nn2c(=O)c(C(c3ccc(Br)cc3)c3c(O)nc4sc(CCC)nn4c3=O)c(O)nc2s1,0.16,0.06,0.95,0.71,0.29,0.01,3.42
COc1ccc(-n2nc(-c3ccccc3)c3c2N(CCN(C)C)C(=O)CS[C@H]3c2ccccc2Cl)cc1,0.7,0.36,1.0,-0.94,0.3,0.05,3.08
COCC(=O)Nc1ccc(N2C(=S)N[C@H](c3ccccn3)[C@H]2c2cccc(Br)c2)cc1C,0.72,0.27,1.0,1.49,0.46,0.0,3.38
CCOC(=O)C1=C(C)N=c2sc(=Cc3cccc(F)c3)c(=O)n2[C@@H]1c1c(OC)ccc2ccccc12,0.64,0.14,1.0,1.38,0.39,0.0,3.0
CCCC[Sn](CCCC)(CCCc1nc2ccccc2s1)c1ccnc(SC)n1,0.57,0.08,1.0,3.06,0.15,0.03,3.11
COc1ccc(-c2nc3ccc(N4CCN(CCCO)CC4)cc3nc2-c2ccc(OC)cc2)cc1,0.32,0.35,0.97,2.5,0.4,0.17,2.29
CN(C)CCCN=C(N)N/N=C\c1ccc(O)cc1,0.37,0.45,0.78,-0.42,0.3,0.02,2.45
COc1cc(OC)cc(C(=O)NCc2nnc(SCCN3CCOCC3)n2-c2cccc(C(F)(F)F)c2)c1,0.81,0.32,1.0,1.56,0.38,0.03,2.59
COc1ccc2cc1Oc1ccc(Br)cc1CC1=NCCc3cc(OC)c(cc31)Oc1c(OC)c(OC)c(OC)c3c1[C@@H](C2)N(C)CC3,0.52,0.13,0.96,-40.91,0.21,0.03,5.4
